area,ca,curso,modalidade,N,fracN,idd,iddc,idd_faixa,ano
5710,Privada com fins lucrativos,1205861,Educação Presencial,19,0.826086957,-0.3636,2.4119,3,2019
23,Pública Federal,100452,Educação Presencial,6,1.0,-2.4047,1.1561,2,2019
6208,Privada sem fins lucrativos,50956,Educação Presencial,29,0.517857143,0.1978,2.562,3,2019
6307,Privada sem fins lucrativos,50957,Educação Presencial,1,0.125,,,SC,2019
5814,Privada sem fins lucrativos,50958,Educação Presencial,8,0.533333333,0.3998,2.8727,3,2019
36,Privada sem fins lucrativos,90800,Educação Presencial,13,0.481481481,-0.8967,2.0478,3,2019
23,Privada sem fins lucrativos,90947,Educação Presencial,19,0.59375,-0.5616,2.1986,3,2019
23,Privada com fins lucrativos,120016,Educação Presencial,6,0.375,-4.4487,0.0,1,2019
55,Privada com fins lucrativos,1258332,Educação Presencial,11,0.916666667,-1.0973,1.5629,2,2019
5806,Privada com fins lucrativos,119058,Educação Presencial,2,1.0,-10.1163,0.0,1,2019
5902,Privada com fins lucrativos,1178530,Educação Presencial,11,0.785714286,-0.6168,1.8824,2,2019
6208,Privada com fins lucrativos,1178531,Educação Presencial,15,0.789473684,-0.6504,2.2185,3,2019
5710,Privada com fins lucrativos,1178532,Educação Presencial,24,0.648648649,0.1261,2.7118,3,2019
21,Privada com fins lucrativos,54932,Educação Presencial,28,0.717948718,0.8303,2.9158,3,2019
28,Privada com fins lucrativos,51106,Educação Presencial,27,0.710526316,0.1876,2.6072,3,2019
27,Privada com fins lucrativos,51108,Educação Presencial,2,1.0,5.0891,4.7675,5,2019
6,Privada com fins lucrativos,51701,Educação Presencial,17,0.739130435,1.5619,4.2072,5,2019
36,Privada com fins lucrativos,54903,Educação Presencial,16,0.666666667,0.9134,3.111,4,2019
19,Privada com fins lucrativos,56170,Educação Presencial,6,1.0,1.0792,3.0695,4,2019
95,Privada com fins lucrativos,1282929,Educação Presencial,4,1.0,3.5065,4.1787,5,2019
55,Privada com fins lucrativos,1282930,Educação Presencial,2,1.0,10.3486,5.0,5,2019
3501,Privada com fins lucrativos,118712,Educação Presencial,18,0.642857143,0.012,2.5791,3,2019
12,Privada com fins lucrativos,1178524,Educação Presencial,39,1.0,-1.4641,1.6328,2,2019
23,Privada com fins lucrativos,109309,Educação Presencial,11,0.647058824,-0.6054,2.1739,3,2019
69,Privada com fins lucrativos,1049164,Educação Presencial,6,0.6,-3.5819,1.0903,2,2019
5,Privada com fins lucrativos,51104,Educação Presencial,11,0.6875,1.1875,3.8893,4,2019
6208,Privada com fins lucrativos,72119,Educação Presencial,7,0.368421053,-2.523,1.4604,2,2019
19,Privada com fins lucrativos,1258747,Educação Presencial,10,0.625,-1.5045,1.6519,2,2019
28,Privada com fins lucrativos,1258845,Educação Presencial,20,0.869565217,0.3411,2.7115,3,2019
95,Privada com fins lucrativos,1280249,Educação Presencial,3,0.5,-0.0814,2.4206,3,2019
23,Privada com fins lucrativos,1190565,Educação Presencial,10,0.526315789,-2.4805,1.1133,2,2019
5806,Privada com fins lucrativos,1169330,Educação Presencial,2,0.4,-3.8264,1.1368,2,2019
6208,Privada com fins lucrativos,1177416,Educação Presencial,0,0.0,,,SC,2019
5710,Privada com fins lucrativos,1169327,Educação Presencial,1,0.166666667,,,SC,2019
4003,Privada com fins lucrativos,55173,Educação Presencial,14,0.56,0.7096,2.6746,3,2019
6307,Privada com fins lucrativos,94543,Educação Presencial,41,0.602941176,0.0453,2.4363,3,2019
5814,Privada com fins lucrativos,94559,Educação Presencial,23,0.741935484,0.9252,3.0867,4,2019
5806,Privada com fins lucrativos,36133,Educação Presencial,52,0.712328767,-0.3407,2.405,3,2019
6008,Privada com fins lucrativos,1172259,Educação Presencial,2,1.0,3.9139,4.2634,5,2019
5902,Privada com fins lucrativos,1172325,Educação Presencial,4,0.8,3.0543,3.6665,4,2019
5710,Privada com fins lucrativos,1070777,Educação Presencial,80,0.769230769,-0.1865,2.5204,3,2019
6208,Privada com fins lucrativos,49075,Educação Presencial,81,0.704347826,-0.0059,2.4795,3,2019
23,Privada com fins lucrativos,5000293,Educação Presencial,39,0.928571429,0.6363,2.8762,3,2019
36,Privada com fins lucrativos,5000294,Educação Presencial,37,0.948717949,0.8568,3.0777,4,2019
28,Privada com fins lucrativos,5000295,Educação Presencial,58,0.828571429,-0.0296,2.4597,3,2019
21,Privada com fins lucrativos,1204391,Educação Presencial,60,0.666666667,-0.4966,2.0028,3,2019
5806,Privada com fins lucrativos,1258114,Educação Presencial,3,0.75,-2.5728,1.5929,2,2019
5814,Privada com fins lucrativos,1258415,Educação Presencial,2,1.0,-1.5274,2.0875,3,2019
6008,Privada com fins lucrativos,1258418,Educação Presencial,3,1.0,-4.395,0.2588,1,2019
6,Privada com fins lucrativos,1180543,Educação Presencial,63,0.828947368,-0.4625,1.909,2,2019
19,Privada com fins lucrativos,1183497,Educação Presencial,23,0.884615385,0.1781,2.5751,3,2019
6208,Privada com fins lucrativos,1193643,Educação Presencial,6,0.857142857,-5.0167,0.4507,1,2019
21,Privada com fins lucrativos,1070583,Educação Presencial,23,0.71875,-0.2142,2.1971,3,2019
69,Privada com fins lucrativos,1330906,Educação Presencial,27,0.771428571,-1.0548,2.0436,3,2019
6410,Privada com fins lucrativos,1158603,Educação Presencial,1,1.0,,,SC,2019
5710,Privada com fins lucrativos,1159066,Educação Presencial,34,0.755555556,-1.0251,2.0068,3,2019
5902,Privada com fins lucrativos,1159178,Educação Presencial,27,0.658536585,-0.3331,2.0203,3,2019
5806,Privada com fins lucrativos,1159349,Educação Presencial,12,0.631578947,-1.2275,2.0823,3,2019
23,Privada com fins lucrativos,81194,Educação Presencial,19,0.527777778,-2.1693,1.2893,2,2019
28,Privada com fins lucrativos,115172,Educação Presencial,36,0.837209302,0.0251,2.4968,3,2019
36,Privada com fins lucrativos,104494,Educação Presencial,14,0.538461538,-1.9554,1.426,2,2019
5806,Pública Federal,18913,Educação Presencial,36,0.8,1.3788,3.0306,4,2019
5902,Pública Federal,18914,Educação Presencial,32,0.820512821,0.0415,2.2023,3,2019
69,Pública Federal,116592,Educação Presencial,16,1.0,1.5002,3.0075,4,2019
6008,Pública Federal,116594,Educação Presencial,34,0.666666667,0.9714,2.8452,3,2019
5710,Pública Federal,13267,Educação Presencial,128,0.703296703,0.021,2.6474,3,2019
5806,Pública Federal,13269,Educação Presencial,58,0.716049383,-0.0952,2.4943,3,2019
5902,Pública Federal,13270,Educação Presencial,86,0.767857143,-0.088,2.1394,3,2019
6008,Pública Federal,13271,Educação Presencial,106,0.841269841,0.1558,2.4521,3,2019
6307,Pública Federal,13272,Educação Presencial,33,0.733333333,1.1573,2.8412,3,2019
23,Pública Federal,13284,Educação Presencial,95,0.887850467,0.032,2.5344,3,2019
19,Pública Federal,13285,Educação Presencial,82,0.803921569,-0.1295,2.4063,3,2019
12,Pública Federal,13286,Educação Presencial,75,0.892857143,-0.3091,2.9131,3,2019
5,Pública Federal,13287,Educação Presencial,67,0.752808989,0.3821,2.9241,3,2019
28,Pública Federal,13288,Educação Presencial,83,0.873684211,0.4525,2.7872,3,2019
6,Pública Federal,13289,Educação Presencial,71,0.91025641,-0.4561,1.9163,2,2019
27,Pública Federal,20426,Educação Presencial,29,0.852941176,0.5056,2.7145,3,2019
6208,Pública Federal,117042,Educação Presencial,37,0.672727273,-0.9166,2.1108,3,2019
21,Pública Federal,117044,Educação Presencial,32,0.592592593,0.1236,2.4296,3,2019
51,Pública Federal,117070,Educação Presencial,17,0.739130435,2.0175,4.0402,5,2019
4003,Pública Federal,117082,Educação Presencial,7,0.333333333,5.3287,4.5955,5,2019
5814,Pública Federal,117088,Educação Presencial,25,0.675675676,0.2471,2.8104,3,2019
36,Pública Federal,1110894,Educação Presencial,36,0.857142857,1.3714,3.38,4,2019
21,Pública Federal,13266,Educação Presencial,112,0.761904762,-0.8997,1.7254,2,2019
5902,Privada com fins lucrativos,20032,Educação Presencial,109,0.832061069,0.1295,2.2451,3,2019
5710,Privada com fins lucrativos,20033,Educação Presencial,166,0.892473118,0.1123,2.7033,3,2019
6008,Privada com fins lucrativos,20036,Educação Presencial,101,0.952830189,-0.2228,2.2697,3,2019
4003,Privada com fins lucrativos,92119,Educação Presencial,19,0.76,0.1111,2.4257,3,2019
5814,Privada com fins lucrativos,92121,Educação Presencial,28,0.848484848,0.1404,2.767,3,2019
21,Privada com fins lucrativos,20575,Educação Presencial,382,0.868181818,-0.5709,1.9517,3,2019
92,Privada com fins lucrativos,97887,Educação Presencial,1,0.5,,,SC,2019
6208,Privada com fins lucrativos,72995,Educação Presencial,71,0.855421687,0.2056,2.5651,3,2019
91,Privada com fins lucrativos,1377505,Educação a Distância,4,0.8,-6.2143,1.1659,2,2019
92,Privada com fins lucrativos,1377507,Educação a Distância,10,0.476190476,-3.4166,1.6018,2,2019
12,Privada com fins lucrativos,5000979,Educação Presencial,157,0.98125,-0.7801,2.3911,3,2019
36,Privada com fins lucrativos,115300,Educação Presencial,122,0.93129771,-0.033,2.5551,3,2019
23,Privada com fins lucrativos,115302,Educação Presencial,182,0.870813397,-0.1711,2.4195,3,2019
6307,Privada com fins lucrativos,115304,Educação Presencial,32,0.888888889,-0.0206,2.4123,3,2019
28,Privada com fins lucrativos,116171,Educação Presencial,150,0.857142857,-0.0132,2.4708,3,2019
19,Privada com fins lucrativos,1258705,Educação Presencial,72,0.888888889,0.0554,2.5078,3,2019
55,Privada com fins lucrativos,1258710,Educação Presencial,101,0.90990991,-0.1145,2.2804,3,2019
5,Privada com fins lucrativos,1265455,Educação Presencial,89,0.809090909,-0.0802,2.3701,3,2019
5806,Privada com fins lucrativos,105862,Educação Presencial,49,0.742424242,0.1294,2.576,3,2019
28,Privada com fins lucrativos,74773,Educação Presencial,62,0.729411765,-0.0932,2.4165,3,2019
27,Privada com fins lucrativos,74775,Educação Presencial,52,0.881355932,-0.4082,2.3052,3,2019
36,Privada com fins lucrativos,68939,Educação Presencial,77,0.785714286,-0.2094,2.4515,3,2019
23,Privada com fins lucrativos,68941,Educação Presencial,110,0.714285714,-0.1947,2.4062,3,2019
92,Privada com fins lucrativos,1287504,Educação a Distância,8,0.470588235,-1.6949,2.2748,3,2019
23,Privada com fins lucrativos,1292965,Educação Presencial,50,0.675675676,-0.578,2.1894,3,2019
6410,Privada com fins lucrativos,1160097,Educação a Distância,2,0.25,-8.4042,0.0,1,2019
21,Privada com fins lucrativos,118846,Educação Presencial,84,0.8,-0.3536,2.1012,3,2019
3501,Privada com fins lucrativos,1111526,Educação Presencial,49,0.790322581,0.2865,2.7069,3,2019
6307,Privada com fins lucrativos,118850,Educação Presencial,31,0.794871795,-0.4747,2.247,3,2019
5902,Privada com fins lucrativos,1113471,Educação Presencial,114,0.775510204,-0.1391,2.1145,3,2019
5710,Privada com fins lucrativos,1113477,Educação Presencial,139,0.767955801,-0.0859,2.582,3,2019
5806,Privada com fins lucrativos,120394,Educação Presencial,53,0.757142857,-0.2262,2.4466,3,2019
6410,Privada com fins lucrativos,1139906,Educação Presencial,3,1.0,2.4138,4.428,5,2019
6008,Privada com fins lucrativos,1140253,Educação Presencial,37,0.822222222,-0.5328,2.1203,3,2019
6208,Privada com fins lucrativos,49081,Educação Presencial,33,0.66,0.3776,2.6348,3,2019
69,Privada com fins lucrativos,101822,Educação Presencial,4,1.0,-2.4611,1.5131,2,2019
36,Privada com fins lucrativos,85734,Educação Presencial,15,0.833333333,-2.0744,1.3561,2,2019
28,Privada com fins lucrativos,88438,Educação Presencial,9,0.9,-2.0241,1.1048,2,2019
27,Privada com fins lucrativos,91183,Educação Presencial,7,0.5,0.3056,2.6249,3,2019
23,Privada com fins lucrativos,98339,Educação Presencial,2,0.111111111,,,SC,2019
6208,Privada com fins lucrativos,117537,Educação Presencial,14,0.736842105,-0.3323,2.3473,3,2019
6,Privada com fins lucrativos,117747,Educação Presencial,28,0.717948718,-0.1936,2.2144,3,2019
6410,Privada com fins lucrativos,109806,Educação Presencial,3,0.5,-0.8862,3.0772,4,2019
3501,Privada com fins lucrativos,1045497,Educação Presencial,4,0.5,-6.9597,0.0,1,2019
6008,Privada com fins lucrativos,110289,Educação Presencial,7,0.777777778,-4.932,0.0,1,2019
6307,Privada com fins lucrativos,110566,Educação Presencial,7,0.7,-1.4923,1.8765,2,2019
55,Privada com fins lucrativos,100136,Educação Presencial,7,0.636363636,-3.0273,0.1539,1,2019
5710,Privada sem fins lucrativos,10506,Educação Presencial,176,0.74893617,-0.4251,2.3742,3,2019
36,Privada sem fins lucrativos,10516,Educação Presencial,42,0.75,-0.9557,2.0132,3,2019
21,Privada sem fins lucrativos,1304773,Educação Presencial,20,0.952380952,-0.9136,1.7159,2,2019
3501,Privada sem fins lucrativos,1205022,Educação Presencial,32,0.695652174,0.0391,2.5918,3,2019
28,Privada sem fins lucrativos,1277122,Educação Presencial,35,0.921052632,0.3196,2.6969,3,2019
55,Privada sem fins lucrativos,1277128,Educação Presencial,25,0.892857143,0.2974,2.5811,3,2019
6008,Privada sem fins lucrativos,1277130,Educação Presencial,18,0.9,0.5851,2.6591,3,2019
5902,Privada sem fins lucrativos,1277134,Educação Presencial,27,0.9,-0.3186,2.0273,3,2019
23,Privada sem fins lucrativos,10505,Educação Presencial,49,0.816666667,-0.4036,2.288,3,2019
36,Privada com fins lucrativos,99615,Educação Presencial,7,0.7,2.8879,4.2707,5,2019
36,Privada com fins lucrativos,97932,Educação Presencial,24,0.648648649,1.3313,3.3564,4,2019
28,Privada com fins lucrativos,1300349,Educação Presencial,2,1.0,-2.475,0.7985,1,2019
3501,Privada com fins lucrativos,1300507,Educação Presencial,1,0.5,,,SC,2019
95,Privada com fins lucrativos,1282931,Educação Presencial,1,0.5,,,SC,2019
5710,Privada com fins lucrativos,1259245,Educação Presencial,1,1.0,,,SC,2019
5902,Privada com fins lucrativos,1259247,Educação Presencial,1,1.0,,,SC,2019
21,Privada com fins lucrativos,1259889,Educação Presencial,1,0.5,,,SC,2019
23,Privada com fins lucrativos,1179210,Educação Presencial,7,0.5,1.0296,3.0987,4,2019
6,Privada com fins lucrativos,1059632,Educação Presencial,18,0.9,-0.6273,1.722,2,2019
19,Privada com fins lucrativos,91161,Educação Presencial,13,0.684210526,1.1468,3.1066,4,2019
3501,Privada sem fins lucrativos,5000322,Educação Presencial,50,0.617283951,-0.8348,2.1848,3,2019
36,Privada sem fins lucrativos,82990,Educação Presencial,18,0.620689655,1.0831,3.2106,4,2019
6008,Privada sem fins lucrativos,1205599,Educação Presencial,8,1.0,2.3563,3.5127,4,2019
5806,Privada sem fins lucrativos,1148237,Educação Presencial,42,0.976744186,0.5442,2.7269,3,2019
6208,Privada sem fins lucrativos,1150898,Educação Presencial,25,0.925925926,0.4632,2.6694,3,2019
5814,Privada sem fins lucrativos,1151355,Educação Presencial,14,0.933333333,-0.371,2.5586,3,2019
5710,Privada sem fins lucrativos,1193184,Educação Presencial,24,0.96,0.3432,2.8447,3,2019
5902,Privada sem fins lucrativos,1050764,Educação Presencial,63,0.940298507,-0.2542,2.0586,3,2019
6410,Privada sem fins lucrativos,5001181,Educação Presencial,0,0.0,,,SC,2019
36,Privada com fins lucrativos,48581,Educação Presencial,84,0.770642202,-0.327,2.3824,3,2019
23,Privada com fins lucrativos,84453,Educação Presencial,98,0.616352201,-0.229,2.3867,3,2019
28,Privada com fins lucrativos,88156,Educação Presencial,163,0.641732283,-0.0172,2.4681,3,2019
6208,Privada com fins lucrativos,90325,Educação Presencial,25,0.657894737,-0.6362,2.2243,3,2019
19,Privada com fins lucrativos,90329,Educação Presencial,69,0.621621622,-0.4379,2.2371,3,2019
28,Privada com fins lucrativos,1321586,Educação Presencial,35,0.853658537,-0.116,2.401,3,2019
3501,Privada com fins lucrativos,1322346,Educação Presencial,25,0.675675676,-2.4244,1.4447,2,2019
23,Privada com fins lucrativos,1288733,Educação Presencial,28,0.756756757,-1.3748,1.7387,2,2019
69,Privada com fins lucrativos,1109528,Educação Presencial,6,0.375,2.5986,3.4219,4,2019
95,Privada com fins lucrativos,1114351,Educação Presencial,17,0.485714286,0.2634,2.5895,3,2019
92,Privada com fins lucrativos,122838,Educação Presencial,0,0.0,,,SC,2019
5710,Privada com fins lucrativos,109678,Educação Presencial,71,0.663551402,-0.3066,2.4468,3,2019
5902,Privada com fins lucrativos,109682,Educação Presencial,57,0.487179487,-0.5481,1.9158,2,2019
5806,Privada com fins lucrativos,101466,Educação Presencial,21,0.396226415,-0.2502,2.4379,3,2019
23,Privada com fins lucrativos,98750,Educação Presencial,87,0.696,-0.0661,2.4789,3,2019
6208,Privada com fins lucrativos,1258606,Educação Presencial,5,1.0,0.6786,2.7566,3,2019
19,Privada com fins lucrativos,110282,Educação Presencial,55,0.632183908,-0.4462,2.2326,3,2019
36,Privada com fins lucrativos,108696,Educação Presencial,116,0.734177215,-0.1496,2.4866,3,2019
6,Privada sem fins lucrativos,18725,Educação Presencial,109,0.931623932,-0.2252,2.1784,3,2019
55,Privada sem fins lucrativos,59818,Educação Presencial,41,0.976190476,0.1688,2.4872,3,2019
12,Privada sem fins lucrativos,11114,Educação Presencial,204,0.971428571,-0.1704,3.0669,4,2019
36,Privada sem fins lucrativos,11115,Educação Presencial,17,0.944444444,0.4603,2.8448,3,2019
3501,Privada sem fins lucrativos,1303904,Educação Presencial,7,0.583333333,7.1335,5.0,5,2019
23,Privada sem fins lucrativos,100893,Educação Presencial,32,0.941176471,0.0703,2.5561,3,2019
36,Privada sem fins lucrativos,5000214,Educação Presencial,13,1.0,-0.7607,2.1277,3,2019
5710,Privada sem fins lucrativos,1299986,Educação Presencial,25,0.694444444,-0.4139,2.3811,3,2019
28,Privada sem fins lucrativos,1300304,Educação Presencial,44,0.733333333,-0.3284,2.2567,3,2019
36,Privada sem fins lucrativos,1300337,Educação Presencial,14,0.5,-0.6753,2.1779,3,2019
23,Privada sem fins lucrativos,1303707,Educação Presencial,25,0.5,-0.5685,2.1947,3,2019
5710,Privada sem fins lucrativos,1161936,Educação Presencial,5,0.25,0.4545,2.9129,3,2019
3501,Privada sem fins lucrativos,1283120,Educação Presencial,13,0.928571429,2.348,3.6668,4,2019
55,Privada sem fins lucrativos,1103800,Educação Presencial,62,0.837837838,-0.2564,2.1768,3,2019
28,Privada sem fins lucrativos,1106431,Educação Presencial,9,0.5,-0.116,2.401,3,2019
23,Privada sem fins lucrativos,1108075,Educação Presencial,7,0.538461538,-1.6988,1.5554,2,2019
19,Privada sem fins lucrativos,1109519,Educação Presencial,21,0.724137931,0.7964,2.9143,3,2019
19,Privada sem fins lucrativos,1331380,Educação Presencial,14,0.583333333,0.0091,2.4824,3,2019
5814,Privada com fins lucrativos,45464,Educação Presencial,1,0.166666667,,,SC,2019
6307,Privada com fins lucrativos,46262,Educação Presencial,6,0.5,0.5284,2.6122,3,2019
6208,Privada com fins lucrativos,46264,Educação Presencial,2,0.285714286,-6.58,0.0,1,2019
5814,Privada com fins lucrativos,46280,Educação Presencial,9,0.818181818,-2.5231,1.6818,2,2019
12,Privada com fins lucrativos,78256,Educação Presencial,90,0.918367347,-0.1833,3.0526,4,2019
36,Privada com fins lucrativos,57294,Educação Presencial,10,0.454545455,2.0382,3.7716,4,2019
6,Privada com fins lucrativos,59202,Educação Presencial,12,0.75,-0.1476,2.2666,3,2019
23,Privada com fins lucrativos,60094,Educação Presencial,20,0.540540541,-0.8332,2.045,3,2019
3501,Privada com fins lucrativos,63076,Educação Presencial,24,0.648648649,0.4854,2.7996,3,2019
28,Privada com fins lucrativos,63078,Educação Presencial,13,0.65,0.1177,2.5598,3,2019
19,Privada com fins lucrativos,63082,Educação Presencial,22,0.709677419,0.1788,2.5754,3,2019
5710,Privada com fins lucrativos,92953,Educação Presencial,17,0.53125,-0.4017,2.3886,3,2019
55,Privada com fins lucrativos,69065,Educação Presencial,20,0.8,-0.258,2.1756,3,2019
5806,Privada com fins lucrativos,45463,Educação Presencial,4,0.444444444,-3.1811,1.3715,2,2019
28,Pública Estadual,2451,Educação Presencial,42,0.893617021,-1.3011,1.5959,2,2019
19,Pública Estadual,91531,Educação Presencial,37,0.948717949,0.4011,2.6974,3,2019
36,Pública Estadual,91533,Educação Presencial,35,0.945945946,1.4666,3.4358,4,2019
27,Pública Estadual,20783,Educação Presencial,48,0.979591837,-0.074,2.4549,3,2019
23,Pública Estadual,20784,Educação Presencial,49,0.924528302,0.5755,2.8418,3,2019
12,Pública Estadual,1187646,Educação Presencial,79,1.0,0.0935,3.3594,4,2019
5710,Pública Estadual,19496,Educação Presencial,24,0.857142857,-0.2963,2.4531,3,2019
23,Privada sem fins lucrativos,109028,Educação Presencial,25,0.581395349,-1.0246,1.9367,2,2019
6208,Privada sem fins lucrativos,90099,Educação Presencial,5,0.714285714,-3.8361,0.9287,1,2019
95,Privada com fins lucrativos,1280380,Educação Presencial,9,0.6,-0.9738,1.9833,3,2019
23,Privada com fins lucrativos,58813,Educação Presencial,11,0.647058824,-0.314,2.3387,3,2019
55,Privada com fins lucrativos,1046782,Educação Presencial,6,0.857142857,-0.18,2.2326,3,2019
19,Pública Estadual,104584,Educação Presencial,30,0.882352941,0.1577,2.5639,3,2019
23,Pública Estadual,15742,Educação Presencial,24,0.923076923,0.4801,2.7878,3,2019
36,Pública Estadual,20274,Educação Presencial,45,0.97826087,0.5672,2.9076,3,2019
12,Pública Estadual,1146605,Educação Presencial,15,1.0,1.0661,4.4374,5,2019
6,Pública Estadual,80010,Educação Presencial,36,1.0,0.4343,2.9272,3,2019
28,Privada com fins lucrativos,1303397,Educação Presencial,29,0.828571429,0.7653,2.9996,4,2019
5710,Privada com fins lucrativos,1177121,Educação Presencial,19,0.633333333,0.5556,2.9748,4,2019
55,Privada com fins lucrativos,1260401,Educação Presencial,25,1.0,-1.3577,1.3728,2,2019
51,Pública Federal,1113375,Educação Presencial,15,1.0,0.0506,2.7719,3,2019
23,Pública Estadual,91801,Educação Presencial,41,0.976190476,0.3929,2.7385,3,2019
55,Privada com fins lucrativos,100115,Educação Presencial,13,0.928571429,0.3801,2.6415,3,2019
23,Privada com fins lucrativos,80124,Educação Presencial,11,0.916666667,2.1317,3.722,4,2019
28,Privada com fins lucrativos,107068,Educação Presencial,7,0.777777778,3.0406,4.5453,5,2019
19,Privada com fins lucrativos,1086150,Educação Presencial,23,0.884615385,0.3407,2.6643,3,2019
5710,Privada com fins lucrativos,1111448,Educação Presencial,25,0.925925926,0.3962,2.8772,3,2019
36,Privada com fins lucrativos,100093,Educação Presencial,24,0.96,0.2774,2.7374,3,2019
17,Pública Federal,1103559,Educação Presencial,34,0.971428571,-2.0724,1.111,2,2019
3501,Privada com fins lucrativos,80101,Educação Presencial,52,0.852459016,-0.1923,2.484,3,2019
6307,Pública Federal,1118053,Educação Presencial,11,0.916666667,2.2062,3.223,4,2019
5710,Pública Federal,1264622,Educação Presencial,25,0.925925926,2.0918,3.9157,4,2019
5806,Pública Federal,100806,Educação Presencial,25,0.925925926,0.721,2.7913,3,2019
23,Pública Federal,99032,Educação Presencial,22,0.956521739,0.6767,2.899,3,2019
19,Pública Federal,99036,Educação Presencial,28,0.965517241,0.4344,2.7157,3,2019
28,Pública Federal,99038,Educação Presencial,16,0.941176471,2.2777,4.0271,5,2019
21,Privada com fins lucrativos,1173224,Educação Presencial,47,0.921568627,-0.4866,2.0097,3,2019
5710,Privada com fins lucrativos,1173223,Educação Presencial,75,0.903614458,-0.3667,2.41,3,2019
95,Privada com fins lucrativos,1280669,Educação Presencial,13,0.722222222,0.0946,2.5068,3,2019
12,Pública Estadual,80037,Educação Presencial,25,0.862068966,-0.0528,3.1972,4,2019
17,Pública Estadual,15739,Educação Presencial,23,0.884615385,1.158,3.6736,4,2019
6405,Pública Estadual,91345,Educação Presencial,8,0.727272727,3.1305,4.3734,5,2019
5806,Privada com fins lucrativos,116716,Educação Presencial,40,0.754716981,0.3605,2.6601,3,2019
19,Privada com fins lucrativos,117018,Educação Presencial,39,0.75,0.1324,2.55,3,2019
21,Privada com fins lucrativos,1104881,Educação Presencial,57,0.850746269,-1.5446,1.2816,2,2019
6208,Privada com fins lucrativos,1104882,Educação Presencial,45,0.849056604,-0.3516,2.3395,3,2019
6,Privada com fins lucrativos,1104883,Educação Presencial,98,0.882882883,-0.5197,1.8441,2,2019
23,Privada com fins lucrativos,118754,Educação Presencial,29,0.90625,-0.2187,2.3926,3,2019
36,Privada com fins lucrativos,119812,Educação Presencial,66,0.904109589,0.0929,2.629,3,2019
95,Privada com fins lucrativos,1125500,Educação Presencial,22,0.785714286,-0.4001,2.2644,3,2019
5710,Privada com fins lucrativos,1188617,Educação Presencial,33,0.868421053,-1.8162,1.5223,2,2019
4003,Privada com fins lucrativos,48040,Educação Presencial,19,0.826086957,0.1468,2.4406,3,2019
28,Privada com fins lucrativos,80103,Educação Presencial,39,0.75,-0.5169,2.1286,3,2019
36,Privada com fins lucrativos,80105,Educação Presencial,30,0.857142857,-0.1957,2.4596,3,2019
5710,Privada com fins lucrativos,80107,Educação Presencial,50,0.735294118,-0.1497,2.5429,3,2019
23,Privada com fins lucrativos,58816,Educação Presencial,58,0.852941176,-0.2223,2.3906,3,2019
55,Privada com fins lucrativos,1280828,Educação Presencial,35,0.853658537,-0.2515,2.1804,3,2019
6002,Pública Estadual,20275,Educação Presencial,0,0.0,,,SC,2019
51,Pública Estadual,15743,Educação Presencial,0,0.0,,,SC,2019
6307,Pública Estadual,83326,Educação Presencial,0,0.0,,,SC,2019
36,Privada sem fins lucrativos,109320,Educação Presencial,37,0.925,-0.8697,2.0637,3,2019
5710,Privada com fins lucrativos,1204205,Educação Presencial,14,0.482758621,-0.9577,2.048,3,2019
55,Privada com fins lucrativos,1261209,Educação Presencial,15,0.833333333,-1.6125,1.1868,2,2019
23,Privada sem fins lucrativos,109322,Educação Presencial,40,0.555555556,-0.9798,1.9621,3,2019
6,Privada com fins lucrativos,1165467,Educação Presencial,64,0.876712329,-1.0119,1.2853,2,2019
55,Pública Estadual,79576,Educação Presencial,28,1.0,-0.0458,2.3306,3,2019
6208,Pública Estadual,82693,Educação Presencial,28,0.608695652,0.549,2.7041,3,2019
5,Pública Estadual,18310,Educação Presencial,40,0.952380952,0.2,2.7059,3,2019
23,Pública Estadual,2112,Educação Presencial,22,1.0,1.1968,3.1932,4,2019
17,Pública Estadual,2113,Educação Presencial,22,0.846153846,-1.186,1.8141,2,2019
5710,Pública Estadual,150314,Educação Presencial,18,0.9,3.082,4.5221,5,2019
5806,Pública Estadual,150315,Educação Presencial,18,0.782608696,0.3463,2.6549,3,2019
5902,Pública Estadual,150316,Educação Presencial,10,0.833333333,-3.2292,0.6128,1,2019
6008,Pública Estadual,150317,Educação Presencial,19,1.0,0.4617,2.5996,3,2019
12,Pública Estadual,49910,Educação Presencial,35,1.0,0.007,3.2635,4,2019
36,Privada com fins lucrativos,1258677,Educação Presencial,30,1.0,-1.1157,1.9192,2,2019
55,Privada com fins lucrativos,1112244,Educação Presencial,8,1.0,1.1037,3.1698,4,2019
5710,Privada com fins lucrativos,1186922,Educação Presencial,29,0.805555556,-0.6335,2.2466,3,2019
23,Privada com fins lucrativos,105982,Educação Presencial,14,0.875,-1.8936,1.4453,2,2019
28,Privada com fins lucrativos,109286,Educação Presencial,27,0.931034483,-0.0102,2.4729,3,2019
23,Privada com fins lucrativos,109288,Educação Presencial,25,0.925925926,-0.6338,2.1578,3,2019
28,Privada com fins lucrativos,73763,Educação Presencial,42,0.79245283,-0.4994,2.1405,3,2019
36,Privada com fins lucrativos,94258,Educação Presencial,46,0.901960784,0.2877,2.7435,3,2019
23,Privada com fins lucrativos,5000029,Educação Presencial,27,0.794117647,-0.102,2.4586,3,2019
